Id,OwnerId,IsDeleted,Name,RecordTypeId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,sustain_app__AMER_Avg_Elec_Energy_Intensity_kwh_sqft__c,sustain_app__AMER_Avg_Energy_Intensity_kBtu_sqft__c,sustain_app__APAC_Avg_Elec_Energy_Intensity_kwh_sqft__c,sustain_app__APAC_Avg_Energy_Intensity_kBtu_sqft__c,sustain_app__City__c,sustain_app__Country__c,sustain_app__Data_Source__c,sustain_app__Diesel_CH4_Factor_g_mmBtu__c,sustain_app__Diesel_CO2_Factor__c,sustain_app__Diesel_CO2e_Factor_tCO2e_MWh__c,sustain_app__Diesel_N2O_Factor_g_mmBtu__c,sustain_app__EMEA_Avg_Elec_Energy_Intensity_kwh_sqft__c,sustain_app__EMEA_Avg_Energy_Intensity_kBtu_sqft__c,sustain_app__East_North_Central_Large__c,sustain_app__East_North_Central_Medium__c,sustain_app__East_North_Central_Small__c,sustain_app__East_South_Central_Large__c,sustain_app__East_South_Central_Medium__c,sustain_app__East_South_Central_Small__c,sustain_app__Emission_Factor_Update_Year__c,sustain_app__Fuel_Oil_CH4_Factor_g_mmBtu__c,sustain_app__Fuel_Oil_CO2_Factor_kg_mmBtu__c,sustain_app__Fuel_Oil_CO2e_Factor_tCO2e_MWh__c,sustain_app__Fuel_Oil_N2O_Factor_g_mmBtu__c,sustain_app__GWP_CH4__c,sustain_app__GWP_N2O__c,sustain_app__GWP__c,sustain_app__GWP_kgCO2ekg__c,sustain_app__Jet_Fuel_CO2e_Factor_tCO2e_Gal__c,sustain_app__Middle_Atlantic_Large__c,sustain_app__Middle_Atlantic_Medium__c,sustain_app__Middle_Atlantic_Small__c,sustain_app__Midwest_Large__c,sustain_app__Midwest_Medium__c,sustain_app__Midwest_Small__c,sustain_app__Midwest_kBtusft__c,sustain_app__Mountain_Large__c,sustain_app__Mountain_Medium__c,sustain_app__Mountain_Small__c,sustain_app__Natural_Gas_CH4_Factor_g_mmBtu__c,sustain_app__Natural_Gas_CO2_Factor__c,sustain_app__Natural_Gas_CO2e_Factor_tCO2e_MWh__c,sustain_app__Natural_Gas_N2O_Factor_g_mmBtu__c,sustain_app__New_England_Large__c,sustain_app__New_England_Medium__c,sustain_app__New_England_Small__c,sustain_app__Non_US_Real_Estate_Avg_kBtu_Sqft__c,sustain_app__Northeast_Large__c,sustain_app__Northeast_Medium__c,sustain_app__Northeast_Small__c,sustain_app__Northeast_kBtusft__c,sustain_app__Pacific_Large__c,sustain_app__Pacific_Medium__c,sustain_app__Pacific_Small__c,sustain_app__RefrigerantLeakageRatekgITkWh__c,sustain_app__RefrigerantLeakageRatekgM2__c,sustain_app__RefrigerantLeakageRatekgSqft__c,sustain_app__Refrigerant_Name__c,sustain_app__South_Atlantic_Large__c,sustain_app__South_Atlantic_Medium__c,sustain_app__South_Atlantic_Small__c,sustain_app__South_Large__c,sustain_app__South_Medium__c,sustain_app__South_Small__c,sustain_app__South_kBtusft__c,sustain_app__State__c,sustain_app__Steam_CH4_Factor_g_mmBtu__c,sustain_app__Steam_CO2_Factor_kg_mmBtu__c,sustain_app__Steam_CO2e_Factor_tCO2e_MWh__c,sustain_app__Steam_N2O_Factor_g_mmBtu__c,sustain_app__SubRegion_Name__c,sustain_app__West_Large__c,sustain_app__West_Medium__c,sustain_app__West_North_Central_Large__c,sustain_app__West_North_Central_Medium__c,sustain_app__West_North_Central_Small__c,sustain_app__West_Small__c,sustain_app__West_South_Central_Large__c,sustain_app__West_South_Central_Medium__c,sustain_app__West_South_Central_Small__c,sustain_app__West_kBtusft__c,sustain_app__jet_fuel_ch4_factor_g_gal__c,sustain_app__jet_fuel_co2_factor_g__c,sustain_app__jet_fuel_n2o_factor_g_gal__c
a076g000002f72WAAQ,0056g000004tx5VAAQ,,HFC-245ca - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,693,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,HFC-245ca,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f72XAAQ,0056g000004tx5VAAQ,,HFC-245fa - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,1030,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,HFC-245fa,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f72YAAQ,0056g000004tx5VAAQ,,HFC-32 - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,675,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,HFC-32,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f72ZAAQ,0056g000004tx5VAAQ,,HFC-365mfc - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,794,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,HFC-365mfc,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f72aAAA,0056g000004tx5VAAQ,,HFC-41 - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,92,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,HFC-41,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f72bAAA,0056g000004tx5VAAQ,,HFC-43-I0mee - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,1640,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,HFC-43-I0mee,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f72cAAA,0056g000004tx5VAAQ,,HFE-125 - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,14900,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,HFE-125,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f72dAAA,0056g000004tx5VAAQ,,HFE-134 - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,6320,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,HFE-134,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f72eAAA,0056g000004tx5VAAQ,,HFE-143a - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,756,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,HFE-143a,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f72fAAA,0056g000004tx5VAAQ,,HFE-236ca12 (HG-10) - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,2800,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,HFE-236ca12 (HG-10),,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f72gAAA,0056g000004tx5VAAQ,,HFE-245cb2 - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,708,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,HFE-245cb2,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f72hAAA,0056g000004tx5VAAQ,,HFE-245fa2 - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,659,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,HFE-245fa2,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f72iAAA,0056g000004tx5VAAQ,,HFE-254cb2 - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,359,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,HFE-254cb2,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f72jAAA,0056g000004tx5VAAQ,,HFE-338pcc13 (HG-01) - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,1500,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,HFE-338pcc13 (HG-01),,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f72kAAA,0056g000004tx5VAAQ,,HFE-347mcc3 - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,575,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,HFE-347mcc3,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f72lAAA,0056g000004tx5VAAQ,,HFE-347pcf2 - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,580,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,HFE-347pcf2,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f72mAAA,0056g000004tx5VAAQ,,HFE-356pcc3 - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,110,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,HFE-356pcc3,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f72nAAA,0056g000004tx5VAAQ,,HFE-43-10pccc124 (H-Galden1040x) - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,1870,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,HFE-43-10pccc124 (H-Galden1040x),,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f72oAAA,0056g000004tx5VAAQ,,HFE-449sl (HFE-7100) - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,297,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,HFE-449sl (HFE-7100),,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f72pAAA,0056g000004tx5VAAQ,,HFE-569sf2 (HFE-7200) - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,59,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,HFE-569sf2 (HFE-7200),,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f72qAAA,0056g000004tx5VAAQ,,Methyl bromide - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,5,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Methyl bromide,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f72rAAA,0056g000004tx5VAAQ,,Methyl chloride - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,13,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Methyl chloride,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f72sAAA,0056g000004tx5VAAQ,,Methyl chloroform - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,146,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Methyl chloroform,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f72tAAA,0056g000004tx5VAAQ,,Methylene chloride - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,9,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Methylene chloride,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f72uAAA,0056g000004tx5VAAQ,,Nitrogen trifluoride - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,17200,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Nitrogen trifluoride,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f72vAAA,0056g000004tx5VAAQ,,Perfluorobutane (PFC-3-1-10) - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,8860,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Perfluorobutane (PFC-3-1-10),,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f72wAAA,0056g000004tx5VAAQ,,Perfluorocyclobutane (PFC-318) - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,10300,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Perfluorocyclobutane (PFC-318),,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f72xAAA,0056g000004tx5VAAQ,,Perfluorocyclopropane - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,17340,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Perfluorocyclopropane,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f72yAAA,0056g000004tx5VAAQ,,Perfluoroethane (PFC-116) - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,12200,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Perfluoroethane (PFC-116),,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f72zAAA,0056g000004tx5VAAQ,,Perfluorohexane (PFC-5-1-14) - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,9300,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Perfluorohexane (PFC-5-1-14),,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f730AAA,0056g000004tx5VAAQ,,Perfluoromethane (PFC-14) - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,7390,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Perfluoromethane (PFC-14),,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f731AAA,0056g000004tx5VAAQ,,Perfluoropentane (PFC-4-1-12) - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,9160,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Perfluoropentane (PFC-4-1-12),,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f732AAA,0056g000004tx5VAAQ,,Perfluoropropane (PFC-218) - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,8830,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Perfluoropropane (PFC-218),,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f733AAA,0056g000004tx5VAAQ,,PFC-9-1-18 - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,7500,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,PFC-9-1-18,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f734AAA,0056g000004tx5VAAQ,,PFPMIE - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,10300,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,PFPMIE,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f735AAA,0056g000004tx5VAAQ,,R-407C - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,1774,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,R-407C,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f736AAA,0056g000004tx5VAAQ,,R-410A - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,2088,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,R-410A,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f737AAA,0056g000004tx5VAAQ,,R-422D - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,2729,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,R-422D,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f738AAA,0056g000004tx5VAAQ,,R1234yf - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,R1234yf,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f739AAA,0056g000004tx5VAAQ,,R1234ze - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,1,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,R1234ze,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f73AAAQ,0056g000004tx5VAAQ,,R134a - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,1430,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,R134a,,,,,,,,,,,0,,,,,,,,,,,,,,,
a076g000002f73BAAQ,0056g000004tx5VAAQ,,R290 (propane) - 2018 revision,0126g0000003hSTAAY,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,0056g000004tx5VAAQ,2020-04-03T15:54:31.000+0000,,,,,,,,,,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2018,,,0,,,,,,,,,,2018,,,0,,,,,3,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,R290 (propane),,,,,,,,,,,0,,,,,,,,,,,,,,,
